Product Name,File Path,Config file name,Config Type,Search Provider Used,Content Delivery (CD),Content Management (CM),Processing,CM + Processing,Reporting,Reporting Client
Platform,\website\App_Config\Include,Sitecore.Buckets.WarmupQueries.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Commerce,\website\App_Config\Include,Sitecore.Commerce.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Commerce,\website\App_Config\Include,Sitecore.Commerce.ExperienceProfile.ReportingServer.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.ContentSearch.Analytics.config,config,Base,Enable,Enable,Enable,Enable,Enable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.DefaultConfigurations.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.DefaultIndexConfiguration.config,config,Lucene is used,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.Index.Analytics.config,config,Lucene is used,Enable,Enable,Enable,Enable,Enable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.Index.Core.config,config,Lucene is used,Enable,Enable,Enable,Enable,Enable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.Index.Master.config,config,Lucene is used,Disable,Enable,Enable,Enable,Enable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.Index.Web.config,config,Lucene is used,Enable,Disable,Disable,Disable,Disable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.Indexes.Sharded.Core.config.example,example,Lucene is used,Disable,Disable,Disable,Disable,Disable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.Indexes.Sharded.Master.config.example,example,Lucene is used,Disable,Disable,Disable,Disable,Disable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Lucene.Indexes.Sharded.Web.config.example,example,Lucene is used,Disable,Disable,Disable,Disable,Disable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Solr.DefaultIndexConfiguration.config.example,example,Solr is used,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.ContentSearch.Solr.Index.Analytics.config.example,example,Solr is used,Enable,Enable,Enable,Enable,Enable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Solr.Index.Core.config.example,example,Solr is used,Disable,Enable,Enable,Enable,Disable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Solr.Index.Master.config.example,example,Solr is used,Disable,Enable,Enable,Enable,Disable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.Solr.Index.Web.config.example,example,Solr is used,Enable,Disable,Disable,Disable,Disable,n/a
Platform - Search,\website\App_Config\Include,Sitecore.ContentSearch.VerboseLogging.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,Sitecore.DefaultLanguage.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Include,Sitecore.Diagnostics.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Experience Editor,\website\App_Config\Include,Sitecore.ExperienceEditor.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Experience Editor,\website\App_Config\Include,Sitecore.ExperienceEditor.Speak.Requests.config,config,,Disable,Enable,Enable,Enable,Enable,n/a
Experience Editor,\website\App_Config\Include,Sitecore.ExperienceExplorer.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Experience Editor,\website\App_Config\Include,Sitecore.ExperienceExplorer.Speak.Requests.config,config,,Disable,Enable,Enable,Enable,Enable,n/a
Platform - Item Web API,\website\App_Config\Include,Sitecore.ItemWebApi.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Include,Sitecore.JSNLog.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Include,Sitecore.LanguageFallback.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Client.config,config,,Disable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.Repositories.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.Repositories.Lucene.Index.Master.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.Repositories.Lucene.Index.Web.config,config,Lucene is used,Enable,Disable,Disable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.Repositories.Lucene.IndexConfiguration.config,config,Lucene is used,Enable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.Repositories.Solr.Index.Master.config.disabled,disabled,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.Repositories.Solr.Index.Web.config.disabled,disabled,Solr is used,Enable,Disable,Disable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.Repositories.Solr.IndexConfiguration.config.disabled,disabled,Solr is used,Enable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Definitions.MarketingAssets.RepositoriesCD.config.disabled,config,,Enable,Disable,Disable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Lucene.Index.Master.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Lucene.Index.Web.config,config,Lucene is used,Enable,Disable,Disable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Lucene.IndexConfiguration.config,config,Lucene is used,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Search.config,config,Base,Enable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Lucene.IndexConfiguration.config,config,Solr is used,Disable,Disable,Disable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Solr.Index.Master.config.disabled,disabled,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Solr.Index.Web.config.disabled,disabled,Solr is used,Enable,Disable,Disable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Marketing.Solr.IndexConfiguration.config.disabled,disabled,Solr is used,Enable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.MarketingCD.config.disabled,config,,Enable,Disable,Disable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.MarketingProcessingRole.config.disabled,disabled,,Disable,Disable,Enable,Disable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.MarketingReportingRole.config.disabled,disabled,,Disable,Disable,Disable,Disable,Enable,n/a
Platform,\website\App_Config\Include,Sitecore.Media.RequestProtection.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Platform - MVC,\website\App_Config\Include,Sitecore.Mvc.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform - MVC,\website\App_Config\Include,Sitecore.MvcAnalytics.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform - MVC,\website\App_Config\Include,Sitecore.MvcExperienceEditor.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform - MVC,\website\App_Config\Include,Sitecore.MvcSimulator.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Path Analyzer,\website\App_Config\Include,Sitecore.PathAnalyzer.Client.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Path Analyzer,\website\App_Config\Include,Sitecore.PathAnalyzer.config,config,,Disable,Enable,Enable,Enable,Enable,n/a
Path Analyzer,\website\App_Config\Include,Sitecore.PathAnalyzer.Processing.config,config,,Disable,Disable,Enable,Enable,Disable,n/a
Path Analyzer,\website\App_Config\Include,Sitecore.PathAnalyzer.RemoteClient.config.disabled,disabled,,Disable,Enable,Disable,Disable,Disable,Enable
Path Analyzer,\website\App_Config\Include,Sitecore.PathAnalyzer.Services.config,config,,Disable,Enable,Disable,Enable,Enable,n/a
Path Analyzer,\website\App_Config\Include,Sitecore.PathAnalyzer.Services.RemoteServer.config.disabled,disabled,,Disable,Disable,Disable,Disable,Enable,n/a
Path Analyzer,\website\App_Config\Include,Sitecore.PathAnalyzer.StorageProviders.config,config,,Disable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Include,Sitecore.PipelineProfiling.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,n/a
Platform,\website\App_Config\Include,Sitecore.Processing.config,config,,Disable,Enable,Enable,Enable,Disable,n/a
Platform - Publishing,\website\App_Config\Include,Sitecore.Publishing.DedicatedInstance.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform - Publishing,\website\App_Config\Include,Sitecore.Publishing.EventProvider.Async.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,n/a
Platform - Publishing,\website\App_Config\Include,Sitecore.Publishing.Optimizations.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform - Publishing,\website\App_Config\Include,Sitecore.Publishing.Parallel.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,n/a
Platform - Publishing,\website\App_Config\Include,Sitecore.Publishing.Recovery.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform - Segments,\website\App_Config\Include,Sitecore.SegmentBuilder.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Include,Sitecore.Services.Client.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Shell.MarketingAutomation.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.AntiCsrf.SheerUI.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.Applications.config,config,,Disable,Enable,Enable,Enable,Enable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.ContentSearch.Lucene.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.ContentSearch.Solr.config.example,config,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.Components.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.ItemWebApi.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.LaunchPad.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
SPEAK,\website\App_Config\Include,Sitecore.Speak.Mvc.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Platform,\website\App_Config\Include,Sitecore.WebDAV.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Client.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,Enable
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Client.MarketingAssets.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,Enable
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Server.config.disabled,disabled,,Disable,Disable,Disable,Disable,Enable,n/a
Marketing Foundation,\website\App_Config\Include,Sitecore.Xdb.Remote.Server.MarketingAssets.config.disabled,disabled,,Disable,Disable,Disable,Disable,Enable,n/a
Platform,\website\App_Config\Include,SitecoreSettings.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,SiteDefinition.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,UseServerSideRedirect.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Include,WebDeploy.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include,XslExtension.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.DeviceDetection.CheckInitialization.config.disabled,disabled,,Disable,Disable,Enable,Enable,Disable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.DeviceDetection.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.GeoIp.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Detection Services,\website\App_Config\Include\CES,Sitecore.CES.GeoIp.LegacyLocation.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\App_Config\Include\Channel,Sitecore.Analytics.Channel.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.ApplicationDependencies.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Client.RulePerformance.config.disabled,disabled,,Disable,Enable,Disable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Intelligence.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Lucene.IndexConfiguration.config,config,Lucene is used,Disable,Enable,Enable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Mvc.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.PreemptiveScreenshot.config.disabled,disabled,,Disable,Enable,Disable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Processing.Aggregation.config,config,,Disable,Disable,Enable,Enable,Disable,n/a
Content Testing,\website\App_Config\Include\ContentTesting,Sitecore.ContentTesting.Solr.IndexConfiguration.config.disabled,disabled,Solr is used,Disable,Enable,Enable,Enable,Disable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.Aggregation.config,config,,Disable,Disable,Enable,Enable,Disable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.Client.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.ReAggregation.config.disabled,disabled,,Disable,Disable,Enable,Enable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.ReAggregation.Scheduling.config.disabled,disabled,,Disable,Disable,Disable,Disable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.Reduce.config,config,,Disable,Disable,Disable,Disable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.StorageProviders.config,config,,Disable,Disable,Enable,Enable,Enable,n/a
Experience Analytics,\website\App_Config\Include\ExperienceAnalytics,Sitecore.ExperienceAnalytics.WebAPI.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Experience Profile,\website\App_Config\Include\ExperienceProfile,Sitecore.ExperienceProfile.Client.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Experience Profile,\website\App_Config\Include\ExperienceProfile,Sitecore.ExperienceProfile.config,config,,Disable,Enable,Disable,Enable,Enable,n/a
Experience Profile,\website\App_Config\Include\ExperienceProfile,Sitecore.ExperienceProfile.Reporting.config,config,,Disable,Enable,Disable,Enable,Enable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Bundle.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Lucene.DomainsSearch.DefaultIndexConfiguration.config,config,Lucene is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Lucene.DomainsSearch.Index.Master.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Lucene.DomainsSearch.Index.Web.config,config,Lucene is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Solr.DomainsSearch.DefaultIndexConfiguration.config.disabled,disabled,Solr is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Solr.DomainsSearch.Index.Master.config.disabled,disabled,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Solr.DomainsSearch.Index.Web.config.disabled,disabled,Solr is used,Enable,Enable,Disable,Enable,Disable,n/a
FXM,\website\App_Config\Include\FXM,Sitecore.FXM.Speak.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Platform - Language Fallback,\website\App_Config\Include\,Sitecore.LanguageFallback.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Client.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Lucene.Index.List.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Lucene.IndexConfiguration.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Services.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Solr.Index.List.config.disabled,disabled,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
List Management,\website\App_Config\Include\ListManagement,Sitecore.ListManagement.Solr.IndexConfiguration.config.disabled,disabled,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
Campaign Creation Tool,\website\App_Config\Include\Marketing,Sitecore.Marketing.Campaigns.Client.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Campaign Creation Tool,\website\App_Config\Include\Marketing,Sitecore.Marketing.Campaigns.Services.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.ExperienceProfile.config,config,,Disable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Facebook.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.GooglePlus.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Klout.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.LinkedIn.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Lucene.Index.Master.config,config,Lucene is used,Disable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Lucene.Index.Web.config,config,Lucene is used,Enable,Disable,Disable,Disable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Lucene.IndexConfiguration.config,config,Lucene is used,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.ProfileMapping.Facebook.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.ProfileMapping.GooglePlus.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.ProfileMapping.LinkedIn.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.ProfileMapping.Twitter.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.ScalabilitySettings.config.disabled,disabled,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.SocialMarketer.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Solr.Index.Master.config.disabled,disabled,Solr is used,Disable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Solr.Index.Web.config.disabled,disabled,Solr is used,Enable,Disable,Disable,Disable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Solr.IndexConfiguration.config.disabled,disabled,Solr is used,Enable,Enable,Disable,Enable,Disable,n/a
Social,\website\App_Config\Include\Social,Sitecore.Social.Twitter.config,config,,Enable,Enable,Disable,Enable,Disable,n/a
